,screenId,icon_path,bounds,reference_captions,icon_context,generated_caption
705,17085,17085_1.jpg,"[989, 363, 1157, 531]",get my current location|show current location,"{""app activity name"": ""com.akasoft.topplaces.mainscreen.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""imgBtnSearch""}, ""parent node"": [{""class"": ""FrameLayout""}], ""sibling nodes"": [{""resource_id"": ""autoCompleteTextView1"", ""class"": ""AppCompatAutoCompleteTextView""}, {""resource_id"": ""autoCompleteTextView1"", ""class"": ""AppCompatAutoCompleteTextView""}, {""resource_id"": ""locationProgress"", ""class"": ""ProgressBar""}]}",find location
706,17954,17954_1.jpg,"[0, 84, 150, 280]",go back|go to back|salud para tu bateria,"{""app activity name"": ""com.axapp.batterysaver.activity.SettingActivity"", ""UI element info"": {""class_name"": ""LImageButton"", ""resource_id"": ""iv_setting_back""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""tv_title"", ""text"": ""Settings"", ""class"": ""TextView""}, {""resource_id"": ""tv_title"", ""text"": ""Settings"", ""class"": ""TextView""}]}",go back
707,53025,53025_1.jpg,"[566, 84, 874, 280]",app name placeholder|go homepage|go to homepage,"{""app activity name"": ""com.waveapplication.ContactsActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""menu_settings"", ""OCR detected text"": [""wave""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""menu_invite"", ""class"": ""LinearLayout""}, {""class"": ""Space""}, {""class"": ""Space""}, {""class"": ""Space""}, {""resource_id"": ""menu_waves"", ""class"": ""LinearLayout""}]}",go to home
708,48712,48712_1.jpg,"[0, 280, 112, 420]",go back|go back|go to previous,"{""app activity name"": ""empire.trinity.bibleapp.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""leftButton""}, ""parent node"": [{""resource_id"": ""navLayout""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""View""}, {""resource_id"": ""settings"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""resource_id"": ""homeButton"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""resource_id"": ""rightButton"", ""class"": ""AppCompatImageButton""}]}",go back
709,48712,48712_2.jpg,"[442, 294, 554, 406]",open settings|setting option|settings,"{""app activity name"": ""empire.trinity.bibleapp.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""settings""}, ""parent node"": [{""resource_id"": ""navLayout""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""leftButton"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""class"": ""View""}, {""class"": ""View""}, {""resource_id"": ""homeButton"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""resource_id"": ""rightButton"", ""class"": ""AppCompatImageButton""}]}",go to settings
710,48712,48712_3.jpg,"[885, 280, 997, 392]",go home|go to,"{""app activity name"": ""empire.trinity.bibleapp.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""homeButton""}, ""parent node"": [{""resource_id"": ""navLayout""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""leftButton"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""resource_id"": ""settings"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""class"": ""View""}, {""class"": ""View""}, {""resource_id"": ""rightButton"", ""class"": ""AppCompatImageButton""}]}",go to home
711,48712,48712_4.jpg,"[1328, 280, 1440, 420]",go next|go to next|next month,"{""app activity name"": ""empire.trinity.bibleapp.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""rightButton""}, ""parent node"": [{""resource_id"": ""navLayout""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""leftButton"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""resource_id"": ""settings"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""resource_id"": ""homeButton"", ""class"": ""AppCompatImageButton""}, {""class"": ""View""}, {""class"": ""View""}]}",go to next
712,57725,57725_1.jpg,"[1314, 455, 1440, 539]",menu icon|view more options,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgMenu""}, ""parent node"": [{""resource_id"": ""linCircuitTopRow""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}]}",more options
713,57725,57725_2.jpg,"[1314, 942, 1440, 1026]",expand view|see options,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgMenu""}, ""parent node"": [{""resource_id"": ""linCircuitTopRow""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}]}",more options
714,57725,57725_3.jpg,"[1314, 1321, 1440, 1405]",more info|options|show more options,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgMenu""}, ""parent node"": [{""resource_id"": ""linCircuitTopRow""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}]}",more options
715,57725,57725_4.jpg,"[1314, 1700, 1440, 1784]",see more|show additional actions|view more options,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgMenu""}, ""parent node"": [{""resource_id"": ""linCircuitTopRow""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}]}",more options
716,57725,57725_5.jpg,"[1314, 2079, 1440, 2163]",more option|more option|toggle thread option,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgMenu""}, ""parent node"": [{""resource_id"": ""linCircuitTopRow""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linUserAndDate"", ""class"": ""LinearLayout""}]}",more options
717,57725,57725_6.jpg,"[43, 642, 203, 802]",circuit map|pulse button,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgIcon""}, ""parent node"": [{""resource_id"": ""linContent""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""txtLabel"", ""text"": ""large"", ""class"": ""TextView""}, {""resource_id"": ""linTitleDescription"", ""class"": ""LinearLayout""}, {""resource_id"": ""linPrivate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linStatistics"", ""class"": ""LinearLayout""}]}",view circuit
718,57725,57725_7.jpg,"[43, 1833, 203, 1993]",look closely at the photo|preview video,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgIcon""}, ""parent node"": [{""resource_id"": ""linContent""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""txtLabel"", ""text"": ""large"", ""class"": ""TextView""}, {""resource_id"": ""linTitleDescription"", ""class"": ""LinearLayout""}, {""resource_id"": ""linPrivate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linStatistics"", ""class"": ""LinearLayout""}]}",view circuit
719,57725,57725_8.jpg,"[43, 2212, 203, 2372]",open image|view image,"{""app activity name"": ""com.everycircuit.Explorer"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imgIcon""}, ""parent node"": [{""resource_id"": ""linContent""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""txtLabel"", ""text"": ""large"", ""class"": ""TextView""}, {""resource_id"": ""linTitleDescription"", ""class"": ""LinearLayout""}, {""resource_id"": ""linPrivate"", ""class"": ""LinearLayout""}, {""resource_id"": ""linStatistics"", ""class"": ""LinearLayout""}]}",view circuit
720,60891,60891_1.jpg,"[0, 84, 175, 259]",go back|go back|return to previous menu,"{""app activity name"": ""king.james.bible.android.activity.MainFragmentActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""back_btn""}, ""parent node"": [{""resource_id"": ""top_menu_bar""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""main_page_title"", ""class"": ""LinearLayout""}, {""resource_id"": ""search_btn"", ""class"": ""ImageButton""}]}",go back
721,53722,53722_1.jpg,"[21, 91, 175, 245]",hamburger menu icon|lists of options|options,"{""app activity name"": ""com.groceryking.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""mainMenuImageView"", ""OCR detected text"": [""E""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""mainGKLogo"", ""class"": ""ImageView""}, {""resource_id"": ""syncImageView"", ""class"": ""ImageView""}]}",open menu
722,53722,53722_2.jpg,"[1237, 87, 1398, 248]",go to my profile|open profile,"{""app activity name"": ""com.groceryking.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""syncImageView""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""mainMenuImageView"", ""class"": ""ImageView""}, {""resource_id"": ""mainGKLogo"", ""class"": ""ImageView""}, {""resource_id"": ""mainGKLogo"", ""class"": ""ImageView""}]}",go to profile
723,53722,53722_3.jpg,"[1289, 410, 1429, 578]",expand|expand list,"{""app activity name"": ""com.groceryking.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""menuButton""}, ""parent node"": [{""resource_id"": ""menuLayout""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""verticalDivider"", ""class"": ""View""}, {""resource_id"": ""verticalDivider"", ""class"": ""View""}]}",open menu
724,69108,69108_1.jpg,"[1188, 2140, 1384, 2336]",add business card|add description|compose new mail,"{""app activity name"": ""com.inigoapp.inigoandroid.activities.setupwizard.SetupCardPreviewActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""imageButtonAdd""}, ""parent node"": [{""resource_id"": ""relativeLayout1""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""class"": ""RelativeLayout""}, {""class"": ""RelativeLayout""}]}",add new contact
725,69108,69108_2.jpg,"[21, 1002, 217, 1198]",change profile|profile picture|set avatar,"{""app activity name"": ""com.inigoapp.inigoandroid.activities.setupwizard.SetupCardPreviewActivity"", ""UI element info"": {""class_name"": ""CircleImageView"", ""resource_id"": ""imageViewPicture""}, ""parent node"": [{""resource_id"": ""layoutProfilePictureContainer""}, {""class"": ""LinearLayout""}], ""sibling nodes"": []}",profile picture
726,1922,1922_1.jpg,"[405, 2077, 531, 2175]",go back|go back|go back to previous screen/picture,"{""app activity name"": ""com.zalebox.wall.decorating.ideas.s1.WallDecoratingIdeasGal3"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_prev1""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",go back
727,1922,1922_2.jpg,"[531, 2063, 657, 2189]",set image as wallpaper|share,"{""app activity name"": ""com.zalebox.wall.decorating.ideas.s1.WallDecoratingIdeasGal3"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_set""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",refresh
728,1922,1922_3.jpg,"[657, 2063, 783, 2189]",save file|save file|save on phone,"{""app activity name"": ""com.zalebox.wall.decorating.ideas.s1.WallDecoratingIdeasGal3"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_save"", ""OCR detected text"": [""B""]}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",save
729,1922,1922_4.jpg,"[783, 2063, 909, 2189]",share image|share the picture,"{""app activity name"": ""com.zalebox.wall.decorating.ideas.s1.WallDecoratingIdeasGal3"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_share""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",share the image
730,1922,1922_5.jpg,"[909, 2077, 1035, 2175]",go forward|go to next picture option|moves to the next image,"{""app activity name"": ""com.zalebox.wall.decorating.ideas.s1.WallDecoratingIdeasGal3"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_next1""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}]}",go to next
731,69479,69479_1.jpg,"[28, 2035, 210, 2203]",share pdf|upload,"{""app activity name"": ""com.bpmobile.common.impl.activity.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_export_from_edit""}, ""parent node"": [{""resource_id"": ""view_document_edit_bottom_bar""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""Space""}, {""resource_id"": ""btn_move"", ""class"": ""AppCompatImageButton""}, {""class"": ""Space""}, {""resource_id"": ""btn_merge"", ""class"": ""AppCompatImageButton""}, {""class"": ""Space""}, {""resource_id"": ""btn_delete"", ""class"": ""AppCompatImageButton""}]}",share
732,69479,69479_2.jpg,"[428, 2035, 610, 2203]",go to sd card|next page|save document,"{""app activity name"": ""com.bpmobile.common.impl.activity.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_move"", ""OCR detected text"": [""E""]}, ""parent node"": [{""resource_id"": ""view_document_edit_bottom_bar""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_export_from_edit"", ""class"": ""AppCompatImageButton""}, {""class"": ""Space""}, {""class"": ""Space""}, {""class"": ""Space""}, {""resource_id"": ""btn_merge"", ""class"": ""AppCompatImageButton""}, {""class"": ""Space""}, {""resource_id"": ""btn_delete"", ""class"": ""AppCompatImageButton""}]}",export
733,69479,69479_3.jpg,"[829, 2035, 1011, 2203]",copy the pdf page|open new tab,"{""app activity name"": ""com.bpmobile.common.impl.activity.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_merge""}, ""parent node"": [{""resource_id"": ""view_document_edit_bottom_bar""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_export_from_edit"", ""class"": ""AppCompatImageButton""}, {""class"": ""Space""}, {""resource_id"": ""btn_move"", ""class"": ""AppCompatImageButton""}, {""class"": ""Space""}, {""class"": ""Space""}, {""class"": ""Space""}, {""resource_id"": ""btn_delete"", ""class"": ""AppCompatImageButton""}]}",copy
